readID,score,taxid,superkingdom,phylum,class,order,family,genus,species
bac1c201-8949-4064-92ff-621376ae40b6,3.31e-11,2580515,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. T29
badcf5f9-87ca-458b-a954-34b7b75208ec,6.47e-146,1325100,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. CCBAU 51753
bade808f-8bd8-4d0c-97c9-29e00db7541a,1.77e-10,2585717,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces,Agromyces laixinhei
bae31365-d0a6-4f46-aa98-589a984f5d48,3.39e-100,1804986,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis albispora
baee3acf-5ee5-4a8d-b27a-19eb70bcf22e,0.0,1325114,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. CCBAU 53351
baf48d83-7411-41b0-98ba-c70467045278,0.066,1048521,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,<missing>,EBPR siphovirus 2
bb093737-580e-48cd-ae70-aadfe649d993,0.0,2744516,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 113-3-3
bb1bcd01-54e7-4cd5-89dc-a2a9d49b94a6,2.13e-169,2816859,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. zg-ZUI122
bb1bf503-d0ef-4d86-9d70-68f214d42f54,3.17e-155,642780,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Marmoricola,Marmoricola scoriae
bb4b4604-a636-4259-afca-17ba587a7457,5.36e-58,2650471,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Lacipirellula,Lacipirellula parvula
bb64085f-3878-4e4f-addc-f66c1a8a5ee1,7.55e-111,452863,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter chlorophenolicus
bb7d24da-ca21-4a61-a619-72eac656c4d3,8.73e-06,2571749,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. EMRT-2
bb7e0fd0-5a49-44f5-8fa8-c086985a02fd,7.11e-10,1068978,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis methanolica
bb9ed655-4245-46bd-b34c-6a1cf8614c53,1.81e-12,518635,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum
bbca916b-b6fb-4846-bd61-13160c488bde,7.79e-14,1855912,Bacteria,Acidobacteria,Vicinamibacteria,<missing>,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis
bbd24ca0-891a-4e95-90b0-6f76678fa2d1,1.53e-91,453304,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces,Agromyces aureus
bbefef93-306f-45d9-a3ec-c82a16be32bf,1.32e-07,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
bc0c3a1b-a6a3-43aa-b6ba-55041a81231d,4.76e-07,906968,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema brennaborense
bc109363-e99a-434a-ad33-fb46bde80707,0.0,1334629,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus fulvus
bc26a143-9ed9-4637-9eb4-ef756f8d9d2a,0.007,269798,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii
bc26b493-eef8-41ca-aa4a-ab7224d4730c,2.01e-07,599,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
bc68ca0a-8201-40c0-ad84-9673bf030e0a,8.87e-144,496014,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia,Baekduia soli
bca39ac1-03de-4cad-baf1-6347a23b3381,6.26e-60,394,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii
bcbd304d-c0c0-4620-82e1-43e3722848bb,6.28e-24,87883,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans
bcd4ebe3-08ea-4b82-9f4a-af16774dba4f,5.40e-146,2840457,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. LMS-CY
bcd76d7b-2f42-4f53-a6c8-0daa06dfda34,0.0,1045317,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas lutea
bcf6e847-c6ac-4705-a379-4dff9c0eab5c,9.98e-07,666685,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter denitrificans
bd14b57e-b8b0-4709-a8e3-f20e1257502a,0.014,2051,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii
bd53c555-538e-4987-877c-b0341a036411,0.051,401471,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium parvum
bd5e844c-05c4-47a3-b017-7870a2aa11ee,1.43e-13,2721245,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. RPA4-5
bd7edd9a-5f72-4a70-be88-65f7997bff8c,0.0,376,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp.
bd8b9439-773a-4d5d-af29-0531a36eed40,0.23,28450,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
bdb2b87b-8f44-4ac2-8ef2-0be837262da9,2.43e-11,1906741,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Jeongeupia,Jeongeupia sp. USM3
bdb96421-7fcb-46c7-852d-07321b1e825d,0.0,1392,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
bdc7983f-f382-47e0-8ba7-e0cf0932906f,2.84e-176,2202249,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium sp. 'caverna'
bdcc7db7-84d5-4c65-8428-2c005290a66e,7.61e-160,288000,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. BTAi1
bdcf528d-b919-431b-9522-2ea42a12d6f0,0.0,2588937,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium sp. csp3
bdd9a036-ed2a-49b4-bb8a-b38828ee305b,2.18e-08,1385664,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. DG25B
bdf2f6e3-b5e4-492e-8829-214e3a227136,1.34e-37,47960,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalibacteraceae,Guyparkeria,Guyparkeria halophila
be001b17-01e2-445b-a9d9-b612a2b01db6,3.14e-21,2789776,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Actinomarinicola tropica
be079c58-0e28-4261-843e-ea3cbae0593f,1.47e-96,290340,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter aurescens
be1fad39-3330-43e5-9c4f-66afaa4ae956,0.0,1437360,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium erythrophlei
be29fccf-6194-48b8-9de7-2179115044da,9.18e-13,2527983,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Caulifigura,Caulifigura coniformis
be3690d6-280b-4565-a180-feb605fec065,4.21e-23,1805827,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. MTM3W5.2
be4d91fc-08e9-4a0d-ae6a-a011e1a75e67,1.18e-80,31958,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis orientalis
be757f61-2419-4f28-aca5-3a5f5e679351,2.58e-74,860235,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium phytohabitans
be7e6e83-e1b0-41e9-a2ad-cc1ee48a1074,8.87e-14,46165,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura verrucosospora
bea6bcce-df05-4500-af93-17b3b6029660,6.86e-23,1870985,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Arabia,Arabia massiliensis
beb28333-54b3-415f-b751-4a20127865d6,1.74e-13,2711215,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinithalassobacter,Sphingosinithalassobacter tenebrarum
bec1fabe-b76c-4962-9e03-30e01127212a,2.07e-151,701042,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium marseillense
beccbe2a-52ad-4865-8e16-ca54467c187f,4.70e-11,455488,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter dehalogenans
bed0196e-194d-4974-b662-c9c2fb7c132c,1.08e-28,83656,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces tsukubensis
bed06c98-57a9-4049-9f29-605d67ac170e,7.78e-107,1873466,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter sp.
beed2e03-61ec-414f-b55e-af1be96ddc70,7.17e-05,2795564,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,Maniola hyperantus
bef906af-e888-4808-8ce3-a12ee2160657,9.78e-115,1122247,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium hassiacum
befe4649-9062-499b-9b3d-e96857d8bedb,5.38e-04,2763008,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. zg-1228
bf23c3e5-332f-4ec1-9c2a-6cff73f42ae7,2.45e-127,1179673,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Oerskovia,Oerskovia sp. KBS0722
bf36fe8c-5da3-40d2-b780-a736930fa173,0.19,189913,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Leptidea,Leptidea sinapis
bf4198a0-06af-409a-989a-f95f2d28b468,1.63e-118,2082386,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,<missing>,Methylibium,Methylibium sp. Pch-M
bf4c1168-f844-45b1-838a-5bf624b2e220,6.56e-58,1389192,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. USMAHM13
bf6d8969-0b0a-44c0-84f8-b6f5dd2e6847,5.18e-17,305,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
bfa03a53-a7e7-4507-9705-671da21851cb,2.14e-75,2650471,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Lacipirellula,Lacipirellula parvula
bfa1d117-256f-4b7b-adfc-f89602ada1ea,4.24e-83,2614638,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium caowuchunii
bfab1699-0e9c-4ee5-abcd-fb4aba3957a3,8.33e-08,365046,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis
bfb48779-c0ce-453d-8532-65e5b371b6dc,3.02e-19,112509,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare
bfed9747-22c7-47da-add0-32be5f547195,3.28e-24,1534348,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sarraceniae
bff5289e-4dfe-4a07-af00-66bc2b03cad2,1.81e-12,345632,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter pickeringii
c014c814-91fc-4acd-a4d9-bf631590d00d,9.15e-42,2153485,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. endophyte_N2
c018cf65-dde4-4408-ae61-d4c20079e799,2.62e-113,496014,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia,Baekduia soli
c0291f64-c8e2-4844-ac1b-ac5201ae7145,7.08e-11,1897729,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas aestuarii
c02befe7-9e01-433c-8a11-c8288c04f0ed,8.35e-10,460265,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium nodulans
c058130c-638c-490f-8ff5-39d903ddbd28,8.54e-20,2695266,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. HM190
c05934ed-c086-463d-b0e9-a05e49c59884,4.05e-29,2744518,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 131-2-1
c087be8f-ea83-466e-b096-c203102d8816,2.67e-36,1905847,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium sp. BH-2-1-1
c0892584-201d-454b-a08b-3104fe1ba5da,0.001,143291,Eukaryota,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus
c08e7db1-a182-476d-a790-7660f4b4c9ba,1.12e-14,37927,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea
c094d272-b9f2-497f-8650-ae50c0ddb216,2.44e-158,2017685,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. PM3
c0e321e7-f9f5-4c99-b2fc-45f6e7779cc6,0.0,1437881,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri
c113ede2-d60c-4ef2-9525-a51de7d085e5,0.0,861299,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,Gemmatirosa kalamazoonesis
c1150698-53a9-4af1-b9d1-b081dbee3e81,4.88e-27,2518370,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides euryhalodurans
c1627d0e-3712-4a44-a825-73d97f8a1edd,2.29e-05,395963,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia indica
c173fddc-0d92-4c0a-934e-de64507662d6,1.35e-105,469383,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei
c1850ea4-9153-487c-825f-2fb815f2235c,8.32e-17,34073,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus
c19e20a6-8a99-408e-bb00-bf0efa710e3b,4.01e-06,33069,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas viridiflava
c1a75586-b92f-4b01-a91a-0199863fb792,2.39e-05,37919,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus opacus
c1d0e8a2-6582-4410-914b-7a852d660ebf,4.26e-36,51201,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseocarneus
c1da7033-1d70-42f8-bb59-d7f0cbbcb579,4.12e-148,204669,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,Candidatus Koribacter versatilis
c2020942-534e-4f96-a1aa-46250f242cc1,0.044,983917,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,<missing>,Rubrivivax,Rubrivivax gelatinosus
c22b709b-ce06-49f3-9fcb-0e5370f876b9,5.98e-06,1885025,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Pleomorphomonas,Pleomorphomonas sp. SM30
c244f668-a23b-422e-a136-0a085b2a7738,1.36e-89,1355477,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium diazoefficiens
c24ae093-ff06-427c-b2f2-bb61f931e648,1.31e-25,160791,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus wittichii
c26af8cc-2d4a-4bdd-87a0-a7b5b097f7c7,0.007,87883,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans
c2984faa-f18a-45b1-b903-02741cfeb93f,6.89e-61,146017,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium boenickei
c2b999cf-067a-430a-a4de-9c6a8d0831fb,0.016,298654,Bacteria,Actinobacteria,Actinomycetia,Frankiales,Frankiaceae,Frankia,Frankia inefficax
c2d5bcfa-1293-42cf-b907-e0e919a7502a,3.37e-04,2026779,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,<missing>,Planctomycetaceae bacterium
c2e2234f-58bf-4696-bede-0555d8a5e981,0.0,931866,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium ottawaense
c2f70929-b28f-44e2-a30c-19f44ce56ff1,0.013,2067957,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. DM1
c2f8fba9-36ef-4b64-b7e5-befe94ffd0bf,1.49e-58,1824,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia asteroides
c3422198-d203-42e2-89ab-b02a99195060,6.83e-113,2714938,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides piscis
c367704a-31e7-4aa2-a779-362eacfda2e0,0.094,2017484,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium vulturis
c36ffa94-ca62-4af9-b78e-a5755c6a2aef,3.91e-11,95301,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas multiresinivorans
c3b56ccc-fc50-4c47-9074-5110c6376dda,5.12e-12,9483,Eukaryota,Chordata,Mammalia,Primates,Cebidae,Callithrix,Callithrix jacchus
c3cac6ed-adf5-402b-be1f-21189cb7a5af,1.21e-11,2615203,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter baengnokdamensis
c3cd10ce-a109-46ec-89e5-f238da52a2cd,8.29e-12,2824561,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Luteolibacter ambystomatis
c3f86c21-983f-431a-9f61-06be03449df5,6.55e-126,2662361,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. dk884
c40dcc6f-f345-4092-ba1c-5b2c069ae2ee,4.56e-09,338584,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Polymorphospora,Polymorphospora rubra
c43d072a-cbd2-415d-a04c-1a90089fac76,6.99e-04,2861285,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. PAMC22021
c442858e-e829-428e-8fd4-f4610e0bb158,3.20e-144,1276,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Kytococcaceae,Kytococcus,Kytococcus sedentarius
c4834fef-d8be-403e-ad8d-e506ab9dd7ec,1.03e-35,1254432,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum
c48943c0-c54d-49ed-92ad-e5e22ee65a21,2.50e-08,2052164,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,<missing>,Gemmataceae bacterium
c4952239-f2e6-46aa-a4dc-95f0c9b5575f,1.85e-21,1118379,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,Mycolicibacter minnesotensis
c4b3dd57-9941-423d-abf2-a99d8ec6688e,1.31e-11,406548,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,Aquisphaera giovannonii
c4fa48d4-cd86-4977-9a8c-850affa95a64,9.14e-15,649831,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. N902-109
c501e9c7-7865-40ee-b169-3f6424d4289b,0.021,2742135,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora sp. NA04385
c52eb19a-a2cb-478f-a0c4-11abda1b99df,2.41e-42,434008,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PBS-H4
c5372e72-3982-4466-bae6-05e3e13eb116,2.81e-35,160826,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides aquaticus
c547986a-cc50-41ff-ab5d-31b100adef82,0.0,675635,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia dioxanivorans
c579de9f-fb3a-4ef4-8132-e5e78b7763c4,0.18,2585135,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Georgenia,Georgenia sp. Z294
c5943310-a8f6-422d-967e-c5acf184ad78,0.094,39478,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces laurentii
c5af108b-f96d-4db9-a394-a9147f629f23,6.55e-41,121292,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sulfonivorans
c5e7c99b-e236-4ace-b9ad-4f25e9f976dc,2.82e-05,31958,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis orientalis
c5ef3906-04ed-4702-8fb7-1c45d23c1ff7,0.007,375286,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. Marseille
c5effd9c-262f-4983-88c0-81c4b15150be,1.35e-12,2014534,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. PM5
c622b1a5-e302-406a-9341-a2be27d5b077,2.94e-30,2829499,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus sp. J1M15
c62a009c-e72d-4965-8dad-d77b718f005f,4.54e-04,1778,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium gordonae
c63c6d70-48b7-4d3e-8ec1-5366405c169b,1.93e-174,103733,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix syringae
c668e074-7f0a-4ab9-abd2-3feac0aee7d3,0.0,2582905,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. S-1144
c69b3d24-4aaf-405c-bc54-071ddf3b27ee,0.0,665577,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces viridosporus
c6edf0a5-1f1f-40c5-9720-77017ee27bfe,1.15e-85,2594454,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. RLB1-9
c6feb90e-3fcb-4604-a3db-be882bd9a391,4.83e-128,1829,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus rhodochrous
c70c3ace-c5b7-4224-b5a2-ded0d1c7dd25,3.74e-149,1146883,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus saxobsidens
c7309e23-4885-434b-8d7a-7dd4b7231956,1.20e-23,2500546,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. HY056
c7377c42-6c3d-4541-b81a-2ff4ee2d74a3,0.034,90370,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
c73df8e2-f1b4-4a77-9c7c-f176a164334f,3.36e-146,983917,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,<missing>,Rubrivivax,Rubrivivax gelatinosus
c79af045-288f-4ae6-b5ab-97eed7138039,1.95e-05,2745495,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas vanderleydeniana
c7acbeb2-0ae0-41cf-aec6-9d30676bb203,0.0,1334629,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus fulvus
c7c82a6e-c6fd-46c3-adf9-66460d86c6df,2.33e-170,1890,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces antibioticus
c7e9bd09-dc49-4100-8540-d66ef2239033,3.85e-21,28095,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli
c80dfe14-f302-449e-99b1-034a89443f84,0.20,68270,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces spectabilis
c83d0d4c-95a3-4c79-9706-461d22311aef,6.80e-17,2528010,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea
